<<<<<<< HEAD
,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,fare_amount,date,time,fare_amount_group,Year,Timestamp,Month
2014-03-08 19:03:41,-73.949852,40.7721,-73.979385,40.763521,2,16.0,2014-03-08,19:03:41,2.6621125827569223,1.654164180817554,5 pm - 8 pm,0 to 100,2014,March,1394305421
2014-02-05 21:07:58,-73.994675,40.76105,-73.984034,40.780504,1,6.5,2014-02-05,21:07:58,2.3399720389242247,1.4539948295103735,8 pm - 11 pm,0 to 100,2014,Feb,1391634478
2010-10-30 18:45:51,-73.960215,40.772863,-73.96781,40.775308,1,9.3,2010-10-30,18:45:51,0.694502394741077,0.4315448536301073,5 pm - 8 pm,0 to 100,2010,Oct,1288464351
2013-12-02 07:17:05,-73.9797,40.783764,-73.98119799999999,40.753083,1,11.0,2013-12-02,07:17:05,3.411759773105344,2.1199745070061917,7 am - 10 am,0 to 100,2013,Dec,1385968625
2013-07-31 09:07:35,-74.013374,40.705382,-74.0098,40.72117,1,8.5,2013-07-31,09:07:35,1.7800834925786715,1.106095351248755,7 am - 10 am,0 to 100,2013,Jul,1375261655
2009-04-20 09:37:00,-73.98588199999999,40.722792,-73.989525,40.767662,2,17.7,2009-04-20,09:37:00,4.995607864444411,3.1041345299591203,7 am - 10 am,0 to 100,2009,Apr,1240220220
2009-01-27 00:00:57,-73.97785,40.726059,-73.979853,40.727001,1,5.0,2009-01-27,00:00:57,0.1985224610561856,0.1233564449129367,12 am- 4 am,0 to 100,2009,Jan,1233014457
2014-06-28 01:56:56,-73.988023,40.759522,-73.983035,40.738982,1,9.5,2014-06-28,01:56:56,2.3208148126774493,1.4420910514107952,12 am- 4 am,0 to 100,2014,Jun,1403920616
2009-06-22 18:46:38,-74.01256,40.702426,-74.00585799999999,40.730167,1,10.1,2009-06-22,18:46:38,3.133978760824638,1.9473689592159755,5 pm - 8 pm,0 to 100,2009,Jun,1245696398
2011-01-19 22:33:00,-73.971583,40.760485,-73.97159,40.800118,1,11.7,2011-01-19,22:33:00,4.404221661721056,2.736663266755972,8 pm - 11 pm,0 to 100,2011,Jan,1295476380
2014-08-18 14:53:00,-73.97373499999999,40.760517,-73.968055,40.768377,1,4.5,2014-08-18,14:53:00,0.9957151054751092,0.6187102200126195,1 pm - 5 pm,0 to 100,2014,Aug,1408373580
2009-06-04 03:40:00,-73.942812,40.79025,-73.947548,40.783663,1,3.3,2009-06-04,03:40:00,0.8334144005130344,0.5178609868101423,12 am- 4 am,0 to 100,2009,Jun,1244086800
2014-12-16 23:07:00,-73.99511,40.72538,-73.984672,40.736747,3,5.5,2014-12-16,23:07:00,1.538881322859482,0.9562188989644712,11pm - 12 am,0 to 100,2014,Dec,1418771220
2010-08-06 17:09:00,-73.97053199999999,40.759357,-73.95184499999999,40.772823,5,7.7,2010-08-06,17:09:00,2.170913668868795,1.3489465674554757,5 pm - 8 pm,0 to 100,2010,Aug,1281114540
2014-01-08 21:01:00,-73.993337,40.72021,-73.962675,40.710097,4,8.0,2014-01-08,21:01:00,2.816532717511161,1.7501166425436274,8 pm - 11 pm,0 to 100,2014,Jan,1389214860
2014-12-24 11:21:00,-73.990765,40.733032,-73.997702,40.724372,2,6.0,2014-12-24,11:21:00,1.1257731699446862,0.6995247554554577,10 am - 1 pm,0 to 100,2014,Dec,1419420060
2013-07-13 08:49:19,-73.977002,40.751773,-74.000055,40.758619,4,8.0,2013-07-13,08:49:19,2.084348215563137,1.295157154835608,7 am - 10 am,0 to 100,2013,Jul,1373705359
2013-12-21 11:07:12,-73.972996,40.791674,-73.97075600000001,40.797556,1,4.0,2013-12-21,11:07:12,0.6802607449415432,0.4226954807197629,10 am - 1 pm,0 to 100,2013,Dec,1387624032
2011-06-18 17:50:10,-73.988105,40.72809,-73.99059399999999,40.745813,1,8.9,2011-06-18,17:50:10,1.9805897693602657,1.230684485167998,5 pm - 8 pm,0 to 100,2011,Jun,1308419410
2012-09-07 13:33:10,-73.97151600000001,40.766756,-73.978564,40.757793,1,5.0,2012-09-07,13:33:10,1.1592919972655096,0.7203524409170899,1 pm - 5 pm,0 to 100,2012,Sep,1347024790
2012-01-15 16:21:27,-73.977429,40.746369,-73.95756999999999,40.771811,1,7.7,2012-01-15,16:21:27,3.2844379199186275,2.0408601786562364,1 pm - 5 pm,0 to 100,2012,Jan,1326644487
2013-09-19 23:42:40,-73.97485,40.753106,-73.969223,40.755081,1,4.5,2013-09-19,23:42:40,0.5220516186486852,0.3243886429521948,11pm - 12 am,0 to 100,2013,Sep,1379634160
2010-07-06 14:51:25,-73.97421899999999,40.741786,-73.990612,40.724315,1,4.9,2010-07-06,14:51:25,2.3821765057038005,1.4802195345320446,1 pm - 5 pm,0 to 100,2010,Jul,1278427885
2010-01-26 21:03:49,-73.982217,40.74317,-73.986019,40.735378,2,4.1,2010-01-26,21:03:49,0.9231671554462818,0.5736309017648736,8 pm - 11 pm,0 to 100,2010,Jan,1264539829
2011-11-04 14:24:12,-73.98779499999999,40.743656,-73.998923,40.722968,1,7.7,2011-11-04,14:24:12,2.482588256751669,1.5426126590724576,1 pm - 5 pm,0 to 100,2011,Nov,1320416652
2014-10-02 23:42:26,-73.986334,40.746004,-73.998056,40.733835,1,5.5,2014-10-02,23:42:26,1.674143290429333,1.0402669979179868,11pm - 12 am,0 to 100,2014,Oct,1412293346
2012-06-17 03:29:00,-73.98458199999999,40.736925,-73.987842,40.72867,2,4.5,2012-06-17,03:29:00,0.957531064785424,0.5949836981529223,12 am- 4 am,0 to 100,2012,Jun,1339903740
2014-02-20 10:46:12,-73.980675,40.753814,-73.97348199999999,40.746364,1,9.5,2014-02-20,10:46:12,1.0257023679044646,0.6373434873329841,10 am - 1 pm,0 to 100,2014,Feb,1392893172
2009-03-26 11:28:43,-74.014552,40.704672,-74.016198,40.705743,1,2.9,2009-03-26,11:28:43,0.1827332381489755,0.1135454522655098,10 am - 1 pm,0 to 100,2009,March,1238066923
2014-05-06 12:58:00,-73.971562,40.746622,-73.96226800000001,40.773155,1,13.0,2014-05-06,12:58:00,3.0504973755188374,1.8954959023691933,10 am - 1 pm,0 to 100,2014,May,1399381080
2012-12-17 12:55:45,-73.953717,40.766909000000005,-74.006446,40.706488,1,19.5,2012-12-17,12:55:45,8.049470577379306,5.00172156124828,10 am - 1 pm,0 to 100,2012,Dec,1355748945
2013-06-20 01:03:00,-73.951685,40.71471,-73.95039200000001,40.702452,3,6.5,2013-06-20,01:03:00,1.3665192208219308,0.8491177879266847,12 am- 4 am,0 to 100,2013,Jun,1371690180
2009-05-10 16:45:51,-73.946113,40.777453,-73.99000500000001,40.757322,2,14.1,2009-05-10,16:45:51,4.318623696765481,2.6834750250198725,1 pm - 5 pm,0 to 100,2009,May,1241973951
2010-05-01 00:51:00,-73.97185999999999,40.75921,-74.013855,40.707603000000006,1,13.7,2010-05-01,00:51:00,6.737439845605596,4.1864614348774,12 am- 4 am,0 to 100,2010,May,1272675060
2012-08-31 23:23:00,-73.99982800000001,40.73321,-74.006827,40.719755,1,5.3,2012-08-31,23:23:00,1.6071711547398322,0.9986523386853196,11pm - 12 am,0 to 100,2012,Aug,1346455380
2013-06-01 11:06:00,-73.997795,40.716537,-74.00509699999999,40.707567,5,10.0,2013-06-01,11:06:00,1.1712817048812825,0.7278025183499338,10 am - 1 pm,0 to 100,2013,Jun,1370084760
2013-09-18 18:51:58,-73.93146,40.744934,-73.99199300000001,40.718069,1,25.0,2013-09-18,18:51:58,5.907243096449927,3.6705998088967697,5 pm - 8 pm,0 to 100,2013,Sep,1379530318
2013-09-27 20:37:30,-73.974652,40.761711,-73.994647,40.719565,1,19.0,2013-09-27,20:37:30,4.97686323762157,3.0924871298927328,8 pm - 11 pm,0 to 100,2013,Sep,1380314250
2014-05-19 08:08:00,-73.987923,40.743417,-73.994462,40.766332,1,13.5,2014-05-19,08:08:00,2.6052451417423845,1.6188283033680793,7 am - 10 am,0 to 100,2014,May,1400486880
2011-01-07 08:08:00,-73.981225,40.753523,-74.012697,40.702185,1,16.1,2011-01-07,08:08:00,6.290519475772505,3.908757301609669,7 am - 10 am,0 to 100,2011,Jan,1294387680
2012-01-03 15:48:06,-73.973135,40.761118,-73.962654,40.778297,2,6.1,2012-01-03,15:48:06,2.1029525080435616,1.3067173549676026,1 pm - 5 pm,0 to 100,2012,Jan,1325605686
2012-08-23 14:34:00,-73.974127,40.754627,-73.977315,40.749337,1,3.7,2012-08-23,14:34:00,0.646214685131584,0.4015401873635055,1 pm - 5 pm,0 to 100,2012,Aug,1345732440
2011-08-13 14:20:19,-73.969825,40.784748,-73.989801,40.757503,1,9.7,2011-08-13,14:20:19,3.4630332461359417,2.151834445260754,1 pm - 5 pm,0 to 100,2011,Aug,1313245219
2013-02-11 20:36:59,-73.98236999999999,40.77258,-74.00856800000001,40.716633,2,24.5,2013-02-11,20:36:59,6.596772372708316,4.099054502285606,8 pm - 11 pm,0 to 100,2013,Feb,1360615019
2009-04-03 16:03:56,-73.96884200000001,40.786111,-73.963275,40.774667,1,5.3,2009-04-03,16:03:56,1.355248275012962,0.8421143294847341,1 pm - 5 pm,0 to 100,2009,Apr,1238774636
2012-03-01 13:06:00,-73.981912,40.768912,-73.95423000000001,40.80843,1,10.5,2012-03-01,13:06:00,4.970833795012246,3.088740598638104,1 pm - 5 pm,0 to 100,2012,March,1330607160
2013-10-16 11:32:00,-73.999243,40.754542,-73.99199200000001,40.754397,5,6.5,2013-10-16,11:32:00,0.6105933847306239,0.3794060824503361,10 am - 1 pm,0 to 100,2013,Oct,1381923120
2012-12-30 15:36:00,-73.971367,40.75106,-73.94237199999999,40.786382,1,11.0,2012-12-30,15:36:00,4.621868847507086,2.8719032942119664,1 pm - 5 pm,0 to 100,2012,Dec,1356881760
2010-09-01 09:02:00,-73.981335,40.753428,-73.99049000000001,40.757483,1,4.1,2010-09-01,09:02:00,0.892718571271053,0.5547109816887997,7 am - 10 am,0 to 100,2010,Sep,1283331720
2013-09-23 16:02:00,-73.993125,40.722572,-73.995552,40.72808,2,4.5,2013-09-23,16:02:00,0.6453017267368196,0.4009728999073034,1 pm - 5 pm,0 to 100,2013,Sep,1379952120
2014-07-08 10:20:00,-73.98876,40.76886,-73.98023,40.76185,1,7.0,2014-07-08,10:20:00,1.0593588979648854,0.6582567375227643,10 am - 1 pm,0 to 100,2014,Jul,1404814800
2009-03-14 04:28:00,-73.995938,40.767353,-74.00588499999999,40.747992,1,8.5,2009-03-14,04:28:00,2.3086732651363344,1.434546624788009,4 am - 7 am,0 to 100,2009,March,1237004880
2012-05-04 23:11:28,-73.98891,40.718762,-74.001263,40.7176,1,5.3,2012-05-04,23:11:28,1.0484108943000836,0.6514539465247142,11pm - 12 am,0 to 100,2012,May,1336173088
2012-06-15 19:54:00,-73.95150699999999,40.793542,-73.95342,40.783672,1,4.5,2012-06-15,19:54:00,1.1085514311993407,0.6888236365213943,5 pm - 8 pm,0 to 100,2012,Jun,1339790040
2010-12-16 20:46:00,-73.965837,40.792098,-73.9662,40.772555,5,6.9,2010-12-16,20:46:00,2.171932875695397,1.3495798747905334,8 pm - 11 pm,0 to 100,2010,Dec,1292532360
2010-05-06 12:22:35,-73.97197299999999,40.765441,-73.981313,40.752852,1,5.7,2010-05-06,12:22:35,1.6047253949582014,0.9971326102366196,10 am - 1 pm,0 to 100,2010,May,1273148555
2010-07-08 09:31:00,-73.972612,40.741142,-73.985435,40.73808,1,8.5,2010-07-08,09:31:00,1.1320158597500936,0.7034037927038994,7 am - 10 am,0 to 100,2010,Jul,1278581460
2010-12-20 12:17:00,-74.015312,40.704757,-73.979973,40.759175,1,25.3,2010-12-20,12:17:00,6.739740659370221,4.187891097822847,10 am - 1 pm,0 to 100,2010,Dec,1292847420
2009-09-25 19:58:00,-73.942105,40.769997,-73.93536800000001,40.774518,1,14.9,2009-09-25,19:58:00,0.7575270454433642,0.4707066533133858,5 pm - 8 pm,0 to 100,2009,Sep,1253908680
2012-08-18 09:43:00,-73.999748,40.761795,-73.97014,40.756752,5,18.1,2012-08-18,09:43:00,2.5544173402729,1.5872452932710923,7 am - 10 am,0 to 100,2012,Aug,1345282980
2010-06-04 14:27:00,-73.967053,40.769133,-73.992028,40.699542,1,19.3,2010-06-04,14:27:00,8.014154263791843,4.979776966826055,1 pm - 5 pm,0 to 100,2010,Jun,1275661620
2012-09-22 19:04:56,-73.975414,40.736652,-74.003157,40.756217,3,7.5,2012-09-22,19:04:56,3.190967136018424,1.982779981867364,5 pm - 8 pm,0 to 100,2012,Sep,1348340696
2011-04-14 20:22:00,-74.007275,40.733907,-73.993353,40.73259,5,6.5,2011-04-14,20:22:00,1.1814117239491866,0.7340970360204722,8 pm - 11 pm,0 to 100,2011,Apr,1302812520
2010-05-25 09:16:00,-73.95159,40.78497,-73.972438,40.759342,1,8.9,2010-05-25,09:16:00,3.3449758577132824,2.078476802734837,7 am - 10 am,0 to 100,2010,May,1274778960
2014-10-20 12:17:00,-73.992853,40.743192,-73.98938199999999,40.751632,6,7.0,2014-10-20,12:17:00,0.9823639213092296,0.6104141581699515,10 am - 1 pm,0 to 100,2014,Oct,1413807420
2011-08-12 18:56:00,-73.986293,40.758312,-73.97995999999999,40.752443,1,7.3,2011-08-12,18:56:00,0.8423472006688141,0.523411585288885,5 pm - 8 pm,0 to 100,2011,Aug,1313175360
2012-02-16 23:12:39,-74.01438,40.703477,-74.00054899999999,40.743664,1,11.3,2012-02-16,23:12:39,4.615196295687152,2.8677571524271763,11pm - 12 am,0 to 100,2012,Feb,1329433959
2011-09-20 19:25:00,-73.979478,40.781375,-73.953305,40.805257,6,8.5,2011-09-20,19:25:00,3.4484206080233784,2.1427545503270773,5 pm - 8 pm,0 to 100,2011,Sep,1316546700
2014-10-06 11:38:08,-73.96576800000001,40.764708,-73.96259599999999,40.766953,1,4.0,2014-10-06,11:38:08,0.3653915713724182,0.2270443606524526,10 am - 1 pm,0 to 100,2014,Oct,1412595488
2014-04-26 19:46:52,-73.98912,40.74803,-73.9568,40.776538,1,12.5,2014-04-26,19:46:52,4.175666089517693,2.594645065379406,5 pm - 8 pm,0 to 100,2014,Apr,1398541612
2010-08-18 16:48:11,-73.964743,40.791543,-73.982653,40.745751,1,16.9,2010-08-18,16:48:11,5.307191975120174,3.297744401506316,1 pm - 5 pm,0 to 100,2010,Aug,1282150091
2012-10-25 20:41:47,-73.95311099999999,40.772035,-73.969841,40.784744,1,7.5,2012-10-25,20:41:47,1.994110234826778,1.239085733795704,8 pm - 11 pm,0 to 100,2012,Oct,1351197707
2009-06-04 23:02:07,-73.95108,40.778386,-73.969435,40.785474,1,5.7,2009-06-04,23:02:07,1.7337155659954169,1.0772835858149408,11pm - 12 am,0 to 100,2009,Jun,1244156527
2012-02-17 00:00:00,-73.973197,40.759218,-73.972288,40.747183,1,5.7,2012-02-17,00:00:00,1.3395780331844305,0.8323772684357752,12 am- 4 am,0 to 100,2012,Feb,1329436800
2010-09-09 09:51:00,-73.960903,40.76947,-73.97943000000001,40.772693,3,6.5,2010-09-09,09:51:00,1.5997981654436584,0.9940709641490664,7 am - 10 am,0 to 100,2010,Sep,1284025860
2011-02-24 16:59:00,-73.98010500000001,40.751015,-73.967168,40.770113,3,6.1,2011-02-24,16:59:00,2.3853237870413966,1.4821751693497935,1 pm - 5 pm,0 to 100,2011,Feb,1298566740
2011-02-22 11:28:07,-73.985948,40.770424,-73.987505,40.77954,1,4.5,2011-02-22,11:28:07,1.0214549975221752,0.6347042871749755,10 am - 1 pm,0 to 100,2011,Feb,1298374087
2010-06-29 12:47:27,-73.97486500000001,40.746158,-73.980597,40.730517,1,6.5,2010-06-29,12:47:27,1.8038710946930283,1.1208763186728896,10 am - 1 pm,0 to 100,2010,Jun,1277815647
2014-03-18 09:50:00,-73.983307,40.766387,-73.96077,40.771477,1,9.5,2014-03-18,09:50:00,1.979268043546602,1.229863200782061,7 am - 10 am,0 to 100,2014,March,1395136200
2014-09-21 23:12:00,-73.996427,40.742972,-74.016962,40.704845,5,12.5,2014-09-21,23:12:00,4.5762310918229145,2.843545237067937,11pm - 12 am,0 to 100,2014,Sep,1411341120
2010-11-27 22:24:07,-73.993565,40.724663,-73.994248,40.753543,1,8.9,2010-11-27,22:24:07,3.209808474530767,1.994487475940924,8 pm - 11 pm,0 to 100,2010,Nov,1290896647
2011-04-08 17:11:04,-73.97305300000001,40.752349,-73.982435,40.768186,1,11.7,2011-04-08,17:11:04,1.9289449283730045,1.1985937889898992,5 pm - 8 pm,0 to 100,2011,Apr,1302282664
2014-01-23 00:56:42,-74.006714,40.719946,-73.995644,40.711485,2,6.0,2014-01-23,00:56:42,1.3241625408726807,0.8227985017912192,12 am- 4 am,0 to 100,2014,Jan,1390438602
2010-03-13 16:50:00,-73.975573,40.787747,-73.94580699999999,40.77963,1,10.9,2010-03-13,16:50:00,2.662040170084768,1.6541191855572892,1 pm - 5 pm,0 to 100,2010,March,1268499000
2011-07-05 17:10:00,-73.967813,40.802705,-73.980862,40.782622,1,6.5,2011-07-05,17:10:00,2.487127758044109,1.5454333814135663,5 pm - 8 pm,0 to 100,2011,Jul,1309885800
2011-03-11 00:51:00,-73.99358199999999,40.747332,-73.966827,40.763293,1,8.9,2011-03-11,00:51:00,2.8667395152675264,1.7813137778639234,12 am- 4 am,0 to 100,2011,March,1299804660
2014-04-17 18:37:00,-73.99295,40.76769,-73.98428,40.762867,1,7.5,2014-04-17,18:37:00,0.905388676525769,0.5625838396645637,5 pm - 8 pm,0 to 100,2014,Apr,1397759820
2009-09-12 19:50:12,-73.955095,40.773597,-73.981075,40.780972,1,8.5,2009-09-12,19:50:12,2.334779780505486,1.4507685016873293,5 pm - 8 pm,0 to 100,2009,Sep,1252785012
2012-03-16 16:23:40,-73.959163,40.772022,-73.954883,40.776232,0,3.3,2012-03-16,16:23:40,0.5904235963535731,0.3668731258488406,1 pm - 5 pm,0 to 100,2012,March,1331915020
2012-01-27 23:04:00,-73.982147,40.768367,-73.99448000000001,40.735527000000005,1,9.7,2012-01-27,23:04:00,3.7941587362693774,2.3575867972394757,11pm - 12 am,0 to 100,2012,Jan,1327705440
2010-08-28 01:03:42,-73.959613,40.771117,-73.97154,40.797587,1,8.9,2010-08-28,01:03:42,3.107961808456072,1.931202734323432,12 am- 4 am,0 to 100,2010,Aug,1282957422
2010-09-30 09:59:00,-73.990773,40.750942,-73.992827,40.737112,1,8.5,2010-09-30,09:59:00,1.5465589523047558,0.960989568583864,7 am - 10 am,0 to 100,2010,Sep,1285840740
2013-07-20 02:12:43,-73.991998,40.72574,-73.992147,40.749152,1,10.5,2013-07-20,02:12:43,2.6016914061109104,1.6166201089334202,12 am- 4 am,0 to 100,2013,Jul,1374286363
2009-08-28 19:16:34,-73.991478,40.744818,-73.984976,40.762431,3,7.3,2009-08-28,19:16:34,2.032336819774242,1.2628386914972862,5 pm - 8 pm,0 to 100,2009,Aug,1251486994
2010-05-14 14:21:36,-74.000964,40.74175,-73.989712,40.772837,1,8.5,2010-05-14,14:21:36,3.5820336419231618,2.225778046853469,1 pm - 5 pm,0 to 100,2010,May,1273846896
2014-06-22 20:22:00,-74.0086,40.710942,-74.009247,40.715575,5,4.0,2014-06-22,20:22:00,0.5177189656053729,0.3216964504737177,8 pm - 11 pm,0 to 100,2014,Jun,1403468520
2011-11-16 13:25:00,-73.97846,40.7618,-73.983358,40.741445,1,12.1,2011-11-16,13:25:00,2.29922548140003,1.428676029552506,1 pm - 5 pm,0 to 100,2011,Nov,1321449900
2010-08-16 18:19:00,-73.985753,40.763447,-73.991743,40.742912,1,11.3,2010-08-16,18:19:00,2.33700106623326,1.4521487480788768,5 pm - 8 pm,0 to 100,2010,Aug,1281982740
2009-10-24 18:41:00,-73.984593,40.774897,-73.98469,40.766842,3,5.3,2009-10-24,18:41:00,0.8951500126220163,0.5562218130550514,5 pm - 8 pm,0 to 100,2009,Oct,1256409660
2010-10-30 01:12:14,-73.975226,40.737138,-73.998138,40.756624,1,14.1,2010-10-30,01:12:14,2.899938205766249,1.801942539032305,12 am- 4 am,0 to 100,2010,Oct,1288401134
2013-10-02 19:20:00,-74.01593000000001,40.711217,-73.99065999999999,40.712612,3,10.0,2013-10-02,19:20:00,2.1341976012140567,1.3261322040178314,5 pm - 8 pm,0 to 100,2013,Oct,1380741600
2010-08-21 03:56:41,-73.98258,40.731467,-73.94805,40.778696,1,10.1,2010-08-21,03:56:41,5.999472183097895,3.7279084488659295,12 am- 4 am,0 to 100,2010,Aug,1282363001
2010-11-11 23:42:00,-73.97299699999999,40.756388,-73.972758,40.746123,5,4.9,2010-11-11,23:42:00,1.1408767123093009,0.7089096849076644,11pm - 12 am,0 to 100,2010,Nov,1289518920
2010-07-20 07:06:00,-73.982027,40.778762,-73.986735,40.776535,1,3.3,2010-07-20,07:06:00,0.4671182049860795,0.2902545173711456,7 am - 10 am,0 to 100,2010,Jul,1279609560
2014-06-27 09:52:00,-73.999783,40.738162,-73.985228,40.763218,1,17.0,2014-06-27,09:52:00,3.0420308204141286,1.890235015853784,7 am - 10 am,0 to 100,2014,Jun,1403862720
2010-04-22 11:36:00,-73.99866,40.739957,-74.005685,40.726688,1,4.9,2010-04-22,11:36:00,1.5887515265282817,0.9872068838954364,10 am - 1 pm,0 to 100,2010,Apr,1271936160
2013-07-05 14:53:00,-73.977937,40.75735,-73.996465,40.725647,1,10.5,2013-07-05,14:53:00,3.852924942116654,2.3941025153893234,1 pm - 5 pm,0 to 100,2013,Jul,1373035980
2013-11-06 12:46:00,-73.976625,40.756052,-73.969915,40.765512,2,6.0,2013-11-06,12:46:00,1.1933552183860343,0.741518397843858,10 am - 1 pm,0 to 100,2013,Nov,1383741960
2013-05-29 09:30:00,-73.95651,40.76693,-73.973525,40.75799,5,10.5,2013-05-29,09:30:00,1.7429739686695973,1.0830365048216022,7 am - 10 am,0 to 100,2013,May,1369819800
2011-05-06 11:56:46,-73.98780500000001,40.749215,-73.97738000000001,40.764485,0,6.1,2011-05-06,11:56:46,1.910357931112608,1.187044335636104,10 am - 1 pm,0 to 100,2011,May,1304683006
2010-10-21 09:56:00,-73.994108,40.75119,-73.97471,40.758775,1,10.5,2010-10-21,09:56:00,1.8376011868576856,1.141835278348693,7 am - 10 am,0 to 100,2010,Oct,1287654960
2012-04-30 15:38:30,-73.998708,40.734227,-74.002995,40.73425,0,3.7,2012-04-30,15:38:30,0.3609935086939855,0.2243115244099976,1 pm - 5 pm,0 to 100,2012,Apr,1335800310
2011-07-12 13:55:54,-73.987628,40.7414,-73.990403,40.75096,3,4.9,2011-07-12,13:55:54,1.0877413639694864,0.6758928280969133,1 pm - 5 pm,0 to 100,2011,Jul,1310478954
2011-06-18 21:39:51,-73.989643,40.755461,-73.99125,40.717651,2,12.5,2011-06-18,21:39:51,4.203818802100696,2.612138393441222,8 pm - 11 pm,0 to 100,2011,Jun,1308433191
2014-05-13 09:40:00,-73.982872,40.7392,-74.005985,40.725047,4,14.5,2014-05-13,09:40:00,2.5023103445704318,1.5548674267528495,7 am - 10 am,0 to 100,2014,May,1399974000
2012-05-04 03:54:12,-73.96285,40.804438,-73.95275699999999,40.818113,1,4.9,2012-05-04,03:54:12,1.7406632815853995,1.081600706864553,12 am- 4 am,0 to 100,2012,May,1336103652
2013-08-09 07:31:00,-73.985372,40.727435,-74.00495699999999,40.7286,1,7.5,2013-08-09,07:31:00,1.654371438875712,1.0279813084094798,7 am - 10 am,0 to 100,2013,Aug,1376033460
2014-06-03 08:06:00,-73.946085,40.773685,-73.975197,40.761512,2,16.0,2014-06-03,08:06:00,2.798750774892585,1.7390674281957728,7 am - 10 am,0 to 100,2014,Jun,1401782760
2010-03-13 20:40:00,-73.99127800000001,40.755507,-73.98164799999999,40.752933,1,4.9,2010-03-13,20:40:00,0.8596291707750786,0.5341501303485147,8 pm - 11 pm,0 to 100,2010,March,1268512800
2011-04-28 21:19:00,-73.98446,40.764382,-73.966718,40.798995,1,8.9,2011-04-28,21:19:00,4.125931135286088,2.5637411207613603,8 pm - 11 pm,0 to 100,2011,Apr,1304025540
2010-09-03 22:11:00,-73.985535,40.76434,-73.982175,40.776887,2,4.9,2010-09-03,22:11:00,1.4226720605723524,0.8840096316330622,8 pm - 11 pm,0 to 100,2010,Sep,1283551860
2013-08-06 00:26:33,-73.96906700000001,40.758082,-73.983088,40.756648,1,5.5,2013-08-06,00:26:33,1.1909294224655251,0.7400110743941772,12 am- 4 am,0 to 100,2013,Aug,1375748793
2013-09-30 12:23:49,-73.97721999999999,40.744546,-73.97893499999999,40.740507,1,4.5,2013-09-30,12:23:49,0.4714885911104124,0.2929701561574387,10 am - 1 pm,0 to 100,2013,Sep,1380543829
2012-10-15 19:17:00,-73.997215,40.747285,-73.97951,40.752822,1,8.0,2012-10-15,19:17:00,1.6124950076578288,1.0019604357424965,5 pm - 8 pm,0 to 100,2012,Oct,1350328620
2010-03-19 15:04:00,-73.99037299999999,40.740317,-73.99126,40.748838,1,4.5,2010-03-19,15:04:00,0.9498372844247706,0.5902029927950405,1 pm - 5 pm,0 to 100,2010,March,1269011040
2012-04-14 19:15:00,-73.98223,40.77539,-73.996572,40.763315000000006,5,10.1,2012-04-14,19:15:00,1.8048342365407504,1.1214747887585907,5 pm - 8 pm,0 to 100,2012,Apr,1334430900
2009-05-09 17:46:38,-73.974175,40.761223,-73.983114,40.746258000000005,4,5.7,2009-05-09,17:46:38,1.825310190239452,1.1341979881438675,5 pm - 8 pm,0 to 100,2009,May,1241891198
2011-08-21 01:26:14,-74.0041,40.7381,-74.0157,40.71,0,18.5,2011-08-21,01:26:14,3.271865460068648,2.0330479948728346,12 am- 4 am,0 to 100,2011,Aug,1313889974
2010-05-05 14:53:19,-74.00769100000001,40.732799,-74.002077,40.715095,1,9.7,2010-05-05,14:53:19,2.02337301319807,1.2572688264742504,1 pm - 5 pm,0 to 100,2010,May,1273071199
2009-03-16 01:23:00,-73.98269499999999,40.739263,-73.98549,40.727218,5,4.9,2009-03-16,01:23:00,1.3590362531280349,0.8444680758124665,12 am- 4 am,0 to 100,2009,March,1237166580
2011-06-28 12:17:00,-74.005193,40.718394,-73.988906,40.73847,4,8.9,2011-06-28,12:17:00,2.6188352165538484,1.627272805344954,10 am - 1 pm,0 to 100,2011,Jun,1309263420
2012-05-03 20:42:34,-73.99279200000001,40.745229,-73.989948,40.75676,1,5.3,2012-05-03,20:42:34,1.3035584767154276,0.8099956980597186,8 pm - 11 pm,0 to 100,2012,May,1336077754
2009-07-28 00:33:00,-74.00466,40.706977,-73.99814,40.740495,1,8.5,2009-07-28,00:33:00,3.7649485468420423,2.339436381896953,12 am- 4 am,0 to 100,2009,Jul,1248741180
2012-11-14 17:33:05,-73.950195,40.78367,-73.961433,40.77948,2,6.0,2012-11-14,17:33:05,1.054033288038544,0.6549475487085041,5 pm - 8 pm,0 to 100,2012,Nov,1352914385
2013-03-22 20:12:29,-74.010728,40.717281,-74.005593,40.711181,1,5.0,2013-03-22,20:12:29,0.8040969546599164,0.4996439252488078,8 pm - 11 pm,0 to 100,2013,March,1363983149
2009-12-02 15:04:00,-73.982483,40.752538,-73.97319,40.75153,1,4.5,2009-12-02,15:04:00,0.7902812711593412,0.4910592361833678,1 pm - 5 pm,0 to 100,2009,Dec,1259766240
2013-04-27 14:12:40,-73.957001,40.770658000000005,-73.971276,40.766638,1,7.0,2013-04-27,14:12:40,1.281762515427589,0.796452281946381,1 pm - 5 pm,0 to 100,2013,Apr,1367071960
2011-09-07 20:12:57,-73.971453,40.760339,-73.956868,40.770893,1,6.9,2011-09-07,20:12:57,1.6977497483949644,1.0549354073067,8 pm - 11 pm,0 to 100,2011,Sep,1315426377
